Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
James Ponsoldt,1,20497844.0,18000000.0,43.0,5.3
R. Dean McCreary,1,20009380.0,18000000.0,45.0,6.1
Danny Boyle,1,18335230.0,18000000.0,82.0,7.5
Aron Ralston,1,18335230.0,18000000.0,82.0,7.5
Carol Heikkinen,1,17200925.0,18000000.0,52.0,6.7
Malcolm T. Goldman,1,17062499.0,18000000.0,21.0,3.4
Steven Altiere,1,17062499.0,18000000.0,21.0,3.4
Daniel Altiere,1,17062499.0,18000000.0,21.0,3.4
Nikolaj Arcel,2,nan,20700000.0,nan,10.9
Fabian Wullenweber,1,16703799.0,18000000.0,33.0,5.2
Erlend Loe,1,16703799.0,18000000.0,33.0,5.2
Matt Whiteley,1,16131410.0,18000000.0,44.0,6.0
Gustin Nash,2,19232985.0,30000000.0,117.0,13.3
C.D. Payne,1,15281286.0,18000000.0,63.0,6.4
Bill Mesce Jr.,1,12000000.0,18000000.0,86.0,7.4
John Boorman,1,13729742.0,18000000.0,66.0,6.1
Michael Kane,1,12617845.0,18000000.0,nan,4.9
Sean Finegan,1,10501938.0,18000000.0,22.0,4.4
Gregg Maxwell Parker,1,10501938.0,18000000.0,22.0,4.4
Rick Moody,1,8038061.0,18000000.0,72.0,7.3
Ava Ostern Fries,1,8508843.0,18000000.0,32.0,5.8
Pamela Norris,1,8508843.0,18000000.0,32.0,5.8
D. Cypher,1,nan,18000000.0,nan,nan
David Lord,1,nan,18000000.0,nan,nan
Michael Hoffman,1,6617867.0,18000000.0,76.0,6.9
Jay Parini,1,6617867.0,18000000.0,76.0,6.9
Rudolph Grey,1,5887457.0,18000000.0,70.0,7.8
Arif Aliev,2,nan,30000000.0,nan,12.8
Sergei Bodrov,1,5705761.0,18000000.0,74.0,7.2
Bob Kachler,1,5675599.0,18000000.0,18.0,3.6
James Whittaker,2,5722904.0,28000000.0,nan,10.0
Cunxin Li,1,4817770.0,18000000.0,55.0,7.3
Kenneth Branagh,4,42126749.0,37000000.0,nan,30.2
Frank Cottrell Boyce,4,5398432.0,53500000.0,238.0,25.9
Andy Paterson,1,4438438.0,18000000.0,59.0,7.1
Eric Lomax,1,4438438.0,18000000.0,59.0,7.1
Rose Tremain,1,4005941.0,18000000.0,66.0,6.6
Rupert Walters,1,4005941.0,18000000.0,66.0,6.6
Jeff Nichols,5,34830659.0,42000000.0,392.0,35.4
Jonathan Perera,1,3500605.0,18000000.0,64.0,7.5
Nimród Antal,1,3419967.0,18000000.0,61.0,7.1
James Hetfield,1,3419967.0,18000000.0,61.0,7.1
Lars Ulrich,1,3419967.0,18000000.0,61.0,7.1
Irvine Welsh,2,18893084.0,21100000.0,150.0,15.3
R. Lance Hill,2,31355142.0,28000000.0,65.0,12.4
Bret Easton Ellis,5,nan,32250000.0,201.0,27.3
Nicholas Jarecki,2,8219574.0,30000000.0,93.0,11.5
Milton S. Gelman,1,240067.0,18000000.0,24.0,6.0
Alexandre de La Patellière,1,70644.0,18000000.0,57.0,6.6
Matthieu Delaporte,1,70644.0,18000000.0,57.0,6.6
Anh Hung Tran,1,nan,18000000.0,nan,5.3
Paul Sloan,1,nan,18000000.0,nan,5.4
Yvan Gauthier,1,nan,18000000.0,nan,5.4
Tari,1,nan,18000000.0,55.0,6.4
Clive Exton,1,6948633.0,17900000.0,35.0,5.1
Dong-Hyun Kim,1,nan,17700000.0,nan,5.7
Rodrigo Cortés,1,52624.0,17700000.0,36.0,6.2
Toni Ann Johnson,1,58017783.0,17500000.0,50.0,6.2
Karen Barna,1,58017783.0,17500000.0,50.0,6.2
Todd Edwards,1,51386611.0,17500000.0,45.0,6.5
Cory Edwards,1,51386611.0,17500000.0,45.0,6.5
Tony Leech,1,51386611.0,17500000.0,45.0,6.5
Keir Pearson,1,23530892.0,17500000.0,79.0,8.1
Jay Chandrasekhar,4,73296650.0,40700000.0,180.0,24.799999999999997
Kevin Heffernan,4,73296650.0,40700000.0,180.0,24.799999999999997
Steve Lemme,4,73296650.0,40700000.0,180.0,24.799999999999997
Langston Hughes,1,7018189.0,17500000.0,48.0,4.8
Kasi Lemmons,3,64942732.0,39500000.0,192.0,18.7
Matt Dillon,1,357197.0,17500000.0,57.0,5.9
Barry Gifford,1,357197.0,17500000.0,57.0,5.9
Anthony Maras,1,9651611.0,17300000.0,62.0,7.6
Parker Finn,1,105935048.0,17000000.0,68.0,6.5
Luke Greenfield,1,82390774.0,17000000.0,30.0,6.4
Nicholas Thomas,1,82390774.0,17000000.0,30.0,6.4
George Bernard Shaw,1,72560711.0,17000000.0,95.0,7.8
Rex Pickett,1,71503593.0,17000000.0,94.0,7.5
Malcolm D. Lee,2,104627975.0,26000000.0,120.0,13.3
Ron Kurz,3,101231978.0,18800000.0,70.0,18.9
Fede Alvarez,1,54239856.0,17000000.0,57.0,6.5
Rodo Sayagues,1,54239856.0,17000000.0,57.0,6.5
Patrick Melton,7,208060637.0,65000000.0,220.0,41.800000000000004
Marcus Dunstan,7,208060637.0,65000000.0,220.0,41.800000000000004
Grant Thompson,1,44482410.0,17000000.0,60.0,7.4
David E. Talbert,2,63728289.0,25500000.0,89.0,11.2
Michael Rasmussen,1,39014193.0,17000000.0,60.0,6.1
Shawn Rasmussen,1,39014193.0,17000000.0,60.0,6.1
Rob Perez,1,37950822.0,17000000.0,53.0,5.6
Zeke Richardson,1,37667746.0,17000000.0,49.0,5.1
Chris Kattan,1,30331165.0,17000000.0,26.0,6.2
Alex Flinn,1,27865571.0,17000000.0,40.0,5.5
Michael C. Martin,2,28948356.0,30000000.0,81.0,11.4
Steven Lisberger,1,33000000.0,17000000.0,58.0,6.7
Bonnie MacBird,1,33000000.0,17000000.0,58.0,6.7
Abdul Williams,1,24719879.0,17000000.0,50.0,5.0
Erik White,1,24719879.0,17000000.0,50.0,5.0
David Spade,2,49826366.0,33000000.0,56.0,11.5
Antwone Fisher,2,42248708.0,29500000.0,125.0,13.399999999999999
Kevin Falls,1,19753553.0,17000000.0,21.0,5.1
Christopher Reeve,1,15681020.0,17000000.0,24.0,3.7
Brendan Hood,1,12840842.0,17000000.0,31.0,4.8
Mitchell Kriegman,1,11683047.0,17000000.0,59.0,5.8
Robert Hamer,1,nan,17000000.0,nan,6.7
Bernard Gordon,1,nan,17000000.0,nan,6.7
Annmarie Morais,1,7070641.0,17000000.0,63.0,3.6
Todd Lincoln,1,4936819.0,17000000.0,18.0,4.1
Rowdy Herrington,1,2694071.0,17000000.0,45.0,6.6
Kim Dawson,1,2694071.0,17000000.0,45.0,6.6
Bill Pryor,1,2694071.0,17000000.0,45.0,6.6
John Kohn,1,2315683.0,17000000.0,16.0,3.2
Robert Bentley,1,2315683.0,17000000.0,16.0,3.2
Tony Kenrick,1,2315683.0,17000000.0,16.0,3.2
Sacha Guitry,1,nan,17000000.0,nan,nan
Noel Marshall,1,110048.0,17000000.0,65.0,6.1
Ted Cassidy,1,110048.0,17000000.0,65.0,6.1
Carol Doyle,1,1571504.0,17000000.0,55.0,6.8
Mary Agnes Donoghue,2,17929274.0,33000000.0,116.0,13.899999999999999
A. Scott Berg,1,1361045.0,17000000.0,56.0,6.5
Nina Fiore,1,623088.0,17000000.0,55.0,5.7
John Herrera,1,623088.0,17000000.0,55.0,5.7
Carolyn Keene,1,623088.0,17000000.0,55.0,5.7
Francesca Marciano,1,195792.0,17000000.0,56.0,6.5
Luke Sparke,2,nan,21600000.0,nan,9.2
Dale Dye,1,nan,17000000.0,nan,4.7
Felix Williamson,2,nan,21600000.0,nan,9.2
Roger Zelazny,1,nan,17000000.0,30.0,5.2
Kemp Powers,1,nan,16937665.0,83.0,7.1
Betsy Giffen Nowrasteh,1,6490401.0,16800000.0,33.0,5.7
Cyrus Nowrasteh,1,6490401.0,16800000.0,33.0,5.7
Patricia Bosworth,1,223202.0,16800000.0,50.0,6.3
Laurice Elehwany,1,59489799.0,16500000.0,56.0,6.9
Steven Millhauser,2,39875512.0,17500000.0,128.0,13.6
Kevin Hood,1,18670946.0,16500000.0,55.0,7.0
Sarah Williams,1,18670946.0,16500000.0,55.0,7.0
Andre Dubus III,1,13040288.0,16500000.0,71.0,7.5
Vadim Perelman,1,13040288.0,16500000.0,71.0,7.5
Shawn Lawrence Otto,1,13040288.0,16500000.0,71.0,7.5
Chad Gomez Creasey,1,11892415.0,16500000.0,45.0,6.2
John Clack,1,nan,16066830.0,nan,2.5
David Manning,1,nan,16066830.0,nan,2.5
Shampagne,1,nan,16066830.0,nan,2.5
Barry Reed,1,53977250.0,16000000.0,77.0,7.7
Jay Presson Allen,1,53977250.0,16000000.0,77.0,7.7
Roman Coppola,1,45512466.0,16000000.0,84.0,7.8
Michel Hazanavicius,1,44671682.0,16000000.0,89.0,7.9
Dana Carvey,1,40388794.0,16000000.0,12.0,3.3
David J. Schow,1,39517763.0,16000000.0,30.0,5.8
Sonny Mallhi,1,37300000.0,16000000.0,23.0,4.8
Mark Wheaton,1,35374833.0,16000000.0,34.0,5.3
Dan Baron,1,33357476.0,16000000.0,24.0,5.3
Jean-Claude Van Damme,2,44799722.0,17500000.0,73.0,12.0
Diane English,1,26902075.0,16000000.0,27.0,5.0
Clare Boothe Luce,2,nan,19300000.0,nan,11.1
Anita Loos,2,nan,17300000.0,nan,12.2
Tripper Clancy,1,22370452.0,16000000.0,42.0,6.2
Andrew Lowery,1,21799652.0,16000000.0,29.0,5.4
Andrew Miller,2,nan,20000000.0,nan,11.5
Janet Fitch,1,16357770.0,16000000.0,61.0,7.1
Sarah Dessen,1,14195227.0,16000000.0,45.0,5.6
Neena Beber,1,14195227.0,16000000.0,45.0,5.6
Bo Zenga,1,14190750.0,16000000.0,33.0,4.5
Chuck Wilson,1,14190750.0,16000000.0,33.0,4.5
Jerico Stone,1,13854000.0,16000000.0,47.0,5.4
Jody Lambert,1,12434778.0,16000000.0,49.0,7.0
Daniel F. Galouye,1,11916661.0,16000000.0,36.0,7.0
Josef Rusnak,1,11916661.0,16000000.0,36.0,7.0
Ravel Centeno-Rodriguez,1,11916661.0,16000000.0,36.0,7.0
Queen Latifah,1,11814019.0,16000000.0,15.0,3.8
Shakim Compere,1,11814019.0,16000000.0,15.0,3.8
Darryl French,1,11814019.0,16000000.0,15.0,3.8
Stanley Mann,3,42560334.0,43000000.0,127.0,17.0
Peter Bellwood,1,5900000.0,16000000.0,24.0,7.0
Ben Younger,2,22054487.0,25000000.0,125.0,13.8
Pippa Bianco,1,5083906.0,16000000.0,62.0,6.8
John Byrum,2,6761794.0,26000000.0,nan,11.2
Carl V. Dupré,1,4217115.0,16000000.0,33.0,6.8
Tommy Lee Jones,1,2429989.0,16000000.0,68.0,6.6
Wesley A. Oliver,1,2429989.0,16000000.0,68.0,6.6
Joe Ahearne,2,4657486.0,16950000.0,122.0,13.8
Ric Menello,2,5174362.0,28000000.0,151.0,13.6
Louise Simonson,1,1710972.0,16000000.0,28.0,3.0
Jon Bogdanove,1,1710972.0,16000000.0,28.0,3.0
Kenneth Johnson,1,1710972.0,16000000.0,28.0,3.0
Kazuo Ishiguro,3,27342534.0,46000000.0,215.0,21.4
Max Minghella,1,441366.0,16000000.0,57.0,6.1
Gaspar Noé,2,1139958.0,21400000.0,120.0,14.5
Lucile Hadzihalilovic,1,336467.0,16000000.0,69.0,7.2
John Prebble,1,nan,16000000.0,77.0,7.7
Cy Endfield,1,nan,16000000.0,77.0,7.7
Aaron Abrams,1,nan,16000000.0,59.0,6.1
Brendan Gall,1,nan,16000000.0,59.0,6.1
Martin Gero,1,nan,16000000.0,59.0,6.1
Elaine Goldsmith-Thomas,1,39282227.0,15700000.0,46.0,5.8
Bradley Allenstein,2,19384158.0,22600000.0,42.0,6.9
Armando Iannucci,1,1876298.0,15600000.0,77.0,6.4
Simon Blackwell,1,1876298.0,15600000.0,77.0,6.4
Anthony Walton,1,1237615.0,15500000.0,34.0,5.7
William Bindley,1,517262.0,15500000.0,43.0,6.3
Pete Hamill,1,318623.0,15500000.0,62.0,6.7
Erin Dignam,1,318623.0,15500000.0,62.0,6.7
Ron Mael,1,nan,15500000.0,67.0,6.3
Russell Mael,1,nan,15500000.0,67.0,6.3
Thomas Hardy,2,12905758.0,28495600.0,133.0,13.399999999999999
David Nicholls,2,26080271.0,30495600.0,119.0,14.1
Ehud Yonay,1,180258178.0,15000000.0,50.0,6.9
Don McGuire,1,177200000.0,15000000.0,88.0,7.4
Murray Schisgal,1,177200000.0,15000000.0,88.0,7.4
David Seidler,1,138797449.0,15000000.0,88.0,8.0
Alan Ball,1,130096601.0,15000000.0,84.0,8.3
Hui-Ling Wang,1,128530421.0,15000000.0,94.0,7.9
Kuo Jung Tsai,1,128530421.0,15000000.0,94.0,7.9
Harry Segall,1,81640278.0,15000000.0,72.0,6.9
Alice Walker,1,98467863.0,15000000.0,78.0,7.7
Graham Moore,1,91125683.0,15000000.0,71.0,8.0
Andrew Hodges,1,91125683.0,15000000.0,71.0,8.0
Michael McDowell,2,89980116.0,29000000.0,103.0,13.3
Andy Muschietti,1,71628180.0,15000000.0,57.0,6.2
Barbara Muschietti,1,71628180.0,15000000.0,57.0,6.2
Neil Cross,1,71628180.0,15000000.0,57.0,6.2
Harvey Miller,2,73639536.0,20000000.0,nan,12.2
Loretta Lynn,1,67182787.0,15000000.0,87.0,7.5
George Vecsey,1,67182787.0,15000000.0,87.0,7.5
Reid Carolin,3,241572739.0,36500000.0,193.0,18.2
Brett Rodriguez,1,61778069.0,15000000.0,61.0,6.5
Susan Hill,1,54333290.0,15000000.0,62.0,6.4
Ellen Vaughn,1,52102987.0,15000000.0,46.0,7.1
Greg Laurie,1,52102987.0,15000000.0,46.0,7.1
Jon Gunn,3,62145107.0,27600000.0,115.0,18.8
Deric Washburn,3,nan,29600000.0,219.0,21.1
Louis Garfinkle,1,48979328.0,15000000.0,86.0,8.1
Charlie Wachtel,1,49275340.0,15000000.0,83.0,7.5
David Rabinowitz,1,49275340.0,15000000.0,83.0,7.5
Kevin Willmott,2,51928372.0,30000000.0,160.0,13.4
Jake Wade Wall,1,47860214.0,15000000.0,27.0,5.1
Steve Feke,2,61974702.0,24500000.0,67.0,9.8
Fred Walton,1,47860214.0,15000000.0,27.0,5.1
Dan Schneider,1,48360547.0,15000000.0,36.0,5.5
Brian Robbins,1,48360547.0,15000000.0,36.0,5.5
Larry Beinhart,2,43090413.0,20500000.0,108.0,12.399999999999999
Hilary Henkin,3,76387558.0,35000000.0,159.0,20.4
Susan Estelle Jansen,1,42734455.0,15000000.0,56.0,5.5
Todd Casey,1,42725475.0,15000000.0,49.0,6.2
David Wechter,1,40283321.0,15000000.0,61.0,6.6
Bruce Kimmel,1,40283321.0,15000000.0,61.0,6.6
Tina Turner,1,39100956.0,15000000.0,76.0,7.3
Kurt Loder,1,39100956.0,15000000.0,76.0,7.3
Mike Bender,1,38252284.0,15000000.0,32.0,5.7
Adam Jay Epstein,2,nan,16200000.0,nan,9.4
Andrew Jacobson,2,nan,16200000.0,nan,9.4
Cheryl Strayed,1,37880356.0,15000000.0,74.0,7.1
Robert Bolt,3,nan,29900000.0,241.0,23.900000000000002
Michael Wilson,2,72506425.0,18000000.0,187.0,16.4
Jane Hawking,1,35893537.0,15000000.0,71.0,7.7
James Sallis,1,35061555.0,15000000.0,78.0,7.8
Marco Berger,1,nan,15000000.0,nan,7.2
Deborah Davis,1,34366783.0,15000000.0,91.0,7.5
Tony McNamara,1,34366783.0,15000000.0,91.0,7.5
Fax Bahr,1,34432201.0,15000000.0,43.0,5.2
Adam Small,1,34432201.0,15000000.0,43.0,5.2
Jamie Kennedy,1,34432201.0,15000000.0,43.0,5.2
Billie Letts,1,33772838.0,15000000.0,30.0,6.7
Jake McDowell,1,nan,15000000.0,nan,5.7
Adam Alleca,2,65504430.0,15087000.0,84.0,13.0
Joan Singleton,1,32647042.0,15000000.0,54.0,6.3
Elizabeth Young,1,31726995.0,15000000.0,32.0,6.1
Larry Brand,1,30354442.0,15000000.0,19.0,3.9
Robert Eisele,1,30236407.0,15000000.0,65.0,7.5
Jeffrey Porro,1,30236407.0,15000000.0,65.0,7.5
Tony Scherman,1,30236407.0,15000000.0,65.0,7.5
David Zelon,1,30127963.0,15000000.0,41.0,6.6
Neil Hayes,1,30127963.0,15000000.0,41.0,6.6
Dyan Sheldon,1,29331068.0,15000000.0,33.0,4.7
Gail Parent,1,29331068.0,15000000.0,33.0,4.7
Stephen McCauley,1,29187243.0,15000000.0,51.0,6.0
Wendy Wasserstein,1,29187243.0,15000000.0,51.0,6.0
Juan Carlos Fresnadillo,1,28638916.0,15000000.0,78.0,6.9
Enrique López Lavigne,1,28638916.0,15000000.0,78.0,6.9
Tom Jankiewicz,1,28084357.0,15000000.0,76.0,7.3
Gina Prince-Bythewood,3,79863982.0,33000000.0,202.0,21.2
Hallie Meyers-Shyer,1,27020284.0,15000000.0,41.0,5.8
Daniel Myrick,2,166976193.0,15600000.0,96.0,10.5
Eduardo Sánchez,2,166976193.0,15600000.0,96.0,10.5
Nick Pustay,1,26167002.0,15000000.0,56.0,6.5
Beverly Cleary,1,26167002.0,15000000.0,56.0,6.5
Will Honley,1,25314753.0,15000000.0,48.0,5.7
Maria Melnik,2,82320354.0,24000000.0,96.0,12.100000000000001
Daniel Tuch,1,25314753.0,15000000.0,48.0,5.7
Bill Granger,1,25018119.0,15000000.0,38.0,6.3
Ruth Prawer Jhabvala,5,73298356.0,48300000.0,354.0,34.400000000000006
Richard Marquand,1,22189039.0,15000000.0,41.0,5.7
Silvio Horta,2,59541245.0,29000000.0,51.0,10.0
Ben Coccio,1,21403519.0,15000000.0,68.0,7.3
Darius Marder,2,nan,20400000.0,150.0,15.0
Mary O'Hara,1,21000147.0,15000000.0,57.0,6.0
Alex Rubens,1,20591853.0,15000000.0,63.0,6.2
Stella Meghie,1,20578185.0,15000000.0,62.0,6.1
Natalie Babbitt,1,19161999.0,15000000.0,66.0,6.6
Jeffrey Lieber,1,19161999.0,15000000.0,66.0,6.6
Michelle Gallagher,1,18844784.0,15000000.0,45.0,4.7
The Gawain Poet,1,17173321.0,15000000.0,85.0,6.6
Marc Behm,1,16500786.0,15000000.0,29.0,5.0
Stephan Elliott,2,19157570.0,29000000.0,87.0,11.6
RZA,1,15634090.0,15000000.0,51.0,5.4
Eli Roth,6,108956830.0,31800000.0,299.0,32.6
George V. Higgins,1,15026056.0,15000000.0,64.0,6.2
Tom Green,1,14254993.0,15000000.0,13.0,4.6
Derek Harvie,1,14254993.0,15000000.0,13.0,4.6
Gillian Horvath,1,12811858.0,15000000.0,21.0,4.6
Bryan Barber,1,12571185.0,15000000.0,55.0,6.1
Sarfraz Manzoor,1,11901145.0,15000000.0,71.0,6.9
Gurinder Chadha,4,nan,37600000.0,232.0,25.2
Paul Mayeda Berges,5,nan,50600000.0,298.0,32.4
Albert Brooks,1,11614954.0,15000000.0,56.0,5.7
Monica Mcgowan Johnson,2,15407142.0,20000000.0,nan,11.7
Stephen White,1,12218638.0,15000000.0,44.0,3.2
Sheryl Leach,1,12218638.0,15000000.0,44.0,3.2
Dennis DeShazer,1,12218638.0,15000000.0,44.0,3.2
Lucinda Coxon,3,11418674.0,30000000.0,160.0,20.4
David Ebershoff,1,11114018.0,15000000.0,66.0,7.1
Mitch Rotter,1,10411980.0,15000000.0,33.0,5.8
Sam Schreiber,1,10411980.0,15000000.0,33.0,5.8
Mariane Pearl,1,9176787.0,15000000.0,74.0,6.6
Robert Stitzel,1,10219460.0,15000000.0,57.0,6.4
Philip Frank Messina,1,10219460.0,15000000.0,57.0,6.4
Tim Crothers,1,8874389.0,15000000.0,73.0,7.4
William Bigelow,1,8600126.0,15000000.0,18.0,4.9
Oscar Wilde,2,26927903.0,25700000.0,127.0,13.6
Oliver Parker,3,29772282.0,36700000.0,nan,20.4
Cathleen Schine,2,16604956.0,15250000.0,nan,11.0
Wil Shriner,1,8117637.0,15000000.0,46.0,5.5
John McNamara,1,7857741.0,15000000.0,60.0,7.4
Bruce Cook,1,7857741.0,15000000.0,60.0,7.4
Martin McDonagh,3,77338613.0,40500000.0,221.0,23.1
David Lynch,3,nan,20100000.0,251.0,23.400000000000002
Ryan Jaffe,1,6409528.0,15000000.0,53.0,6.2
Philip Halprin,1,5280035.0,15000000.0,14.0,4.6
Jurek Becker,1,4956401.0,15000000.0,40.0,6.5
Peter Kassovitz,1,4956401.0,15000000.0,40.0,6.5
Didier Decoin,1,4956401.0,15000000.0,40.0,6.5
Qiang Zhong,1,nan,15000000.0,nan,5.1
John Wells,1,4441272.0,15000000.0,69.0,6.7
Brett Halliday,1,4243756.0,15000000.0,72.0,7.5
Terri Hughes Burton,1,4152230.0,15000000.0,31.0,6.2
Ron Milbauer,1,4152230.0,15000000.0,31.0,6.2
Carrie Lee Wilson,1,3703046.0,15000000.0,32.0,6.3
Emi Mochizuki,1,3703046.0,15000000.0,32.0,6.3
Annette Curtis Klause,1,3526847.0,15000000.0,33.0,5.3
Aristophanes,1,2653032.0,15000000.0,77.0,5.9
Wentworth Miller,2,4137689.0,27000000.0,89.0,10.6
D.J. Caruso,1,2423468.0,15000000.0,31.0,3.9
Neve Campbell,1,2283914.0,15000000.0,73.0,6.2
Barbara Turner,2,10882507.0,21000000.0,150.0,13.2
Will Conroy,1,2206405.0,15000000.0,72.0,6.6
Mark Childress,1,2005840.0,15000000.0,46.0,6.2
Jean M. Auel,1,1953732.0,15000000.0,34.0,5.4
Clair Noto,1,1953732.0,15000000.0,34.0,5.4
Jeffrey Ross,1,1659002.0,15000000.0,40.0,5.8
Michael Haneke,3,11681792.0,32700000.0,225.0,21.7
William Trevor,1,824295.0,15000000.0,72.0,7.0
Thea von Harbou,1,1236166.0,15000000.0,98.0,8.3
Fritz Lang,1,1236166.0,15000000.0,98.0,8.3
Mohsin Hamid,1,552959.0,15000000.0,54.0,6.8
Ami Boghani,1,552959.0,15000000.0,54.0,6.8
Vladimir Moiseenko,1,504256.0,15000000.0,82.0,7.9
Aleksandr Novototskiy-Vlasov,1,504256.0,15000000.0,82.0,7.9
Robert O'Connor,1,354421.0,15000000.0,56.0,6.7
Gregor Jordan,1,354421.0,15000000.0,56.0,6.7
Eric Weiss,1,354421.0,15000000.0,56.0,6.7
Mark Ezra,1,220944.0,15000000.0,nan,5.4
Gérard Pirès,1,220944.0,15000000.0,nan,5.4
Tony Jaa,1,102458.0,15000000.0,47.0,6.2
Panna Rittikrai,2,4665625.0,16100000.0,116.0,13.3
Ek Iemchuen,1,102458.0,15000000.0,47.0,6.2
Sergio Altieri,1,nan,15000000.0,nan,5.4
Jeff Buhler,2,14939652.0,21000000.0,103.0,11.9
Clive Barker,2,14647388.0,16000000.0,114.0,12.9
Anne Marie du Preez Bezdrob,1,80634.0,15000000.0,37.0,6.1
André Pieterse,1,80634.0,15000000.0,37.0,6.1
Darrell Roodt,1,80634.0,15000000.0,37.0,6.1
Digby Wolfe,1,23662.0,15000000.0,19.0,4.8
Joseph Manduke,1,23662.0,15000000.0,19.0,4.8
June Roberts,1,23662.0,15000000.0,19.0,4.8
Jake Paltrow,1,22441.0,15000000.0,49.0,5.7
Elesbaan Castro,1,nan,15000000.0,nan,nan
Martín Salinas,1,nan,15000000.0,nan,6.7
Daniele Luchetti,1,nan,15000000.0,nan,6.7
Luisa Cotta Ramosino,1,nan,15000000.0,nan,6.7
Brian Topping,1,nan,15000000.0,nan,7.9
Matt Rager,1,nan,15000000.0,43.0,6.0
John Steinbeck,1,nan,15000000.0,43.0,6.0
Alan Horsnail,1,nan,15000000.0,24.0,4.5
Vidhu Vinod Chopra,1,nan,15000000.0,32.0,5.7
Abhijat Joshi,1,nan,15000000.0,32.0,5.7
Takashi Yamazaki,1,nan,15000000.0,nan,nan
Danny Rubin,1,71107962.0,14600000.0,72.0,8.0
Rod Barr,1,184072726.0,14500000.0,43.0,7.8
Timothy A. Chey,2,nan,15700000.0,nan,11.6
Peter Cousens,1,nan,14500000.0,30.0,6.3
Douglas Nyback,1,nan,14500000.0,30.0,6.3
Lars von Trier,4,7316368.0,44100000.0,223.0,28.700000000000003
James Dearden,1,156645693.0,14000000.0,67.0,6.9
Vikas Swarup,1,141319928.0,14000000.0,84.0,8.0
Richard Martin Stern,1,116000000.0,14000000.0,69.0,7.0
Thomas N. Scortia,1,116000000.0,14000000.0,69.0,7.0
Frank M. Robinson,1,116000000.0,14000000.0,69.0,7.0
Ron Kovic,1,70001698.0,14000000.0,75.0,7.2
Lynn Siefert,1,68856263.0,14000000.0,60.0,7.0
Michael Ritchie,1,68856263.0,14000000.0,60.0,7.0
Gregory Ramon Anderson,1,61356221.0,14000000.0,44.0,5.4
Zane Smith,1,51545952.0,14000000.0,51.0,5.4
John Beaird,1,51545952.0,14000000.0,51.0,5.4
Leslie Gornstein,1,49130154.0,14000000.0,45.0,5.9
Michael Kozoll,1,47212904.0,14000000.0,61.0,7.7
William Sackheim,1,47212904.0,14000000.0,61.0,7.7
Joyce Smith,1,40713082.0,14000000.0,46.0,6.3
James Lineberger,1,35856053.0,14000000.0,49.0,6.7
Jeanne Rosenberg,2,72592803.0,16700000.0,146.0,14.100000000000001
Nick Thiel,1,34793160.0,14000000.0,62.0,6.7
Christine Leunens,1,33370906.0,14000000.0,58.0,7.9
Molly Shannon,1,30636478.0,14000000.0,42.0,5.2
Abi Morgan,4,39724812.0,37000000.0,249.0,27.1
Phil Vischer,1,25581229.0,14000000.0,58.0,6.4
Mike Nawrocki,1,25581229.0,14000000.0,58.0,6.4
Tim Hodge,1,25581229.0,14000000.0,58.0,6.4
Ronald Lang,1,25916319.0,14000000.0,34.0,5.8
Ice Cube,6,167023103.0,52000000.0,nan,35.8
William Goodhart,1,30749142.0,14000000.0,39.0,3.8
Rospo Pallenberg,1,30749142.0,14000000.0,39.0,3.8
Malcolm Spellman,1,20255281.0,14000000.0,38.0,5.0
Rick Famuyiwa,4,90185282.0,35000000.0,220.0,25.7
Vernon Lynch,1,19751736.0,14000000.0,27.0,4.6
Charlie Murphy,1,19751736.0,14000000.0,27.0,4.6
Courtney Solomon,1,16298046.0,14000000.0,38.0,5.0
Brent Monahan,1,16298046.0,14000000.0,38.0,5.0
Anthony Abrams,1,15064946.0,14000000.0,27.0,6.0
Adam Larson Broder,1,15064946.0,14000000.0,27.0,6.0
Michael Traeger,1,15064946.0,14000000.0,27.0,6.0
John Mortimer,1,14401563.0,14000000.0,53.0,6.9
Franco Zeffirelli,1,14401563.0,14000000.0,53.0,6.9
Earl Mac Rauch,1,16400000.0,14000000.0,64.0,6.6
Mardik Martin,2,16722313.0,14035000.0,152.0,14.7
Joie Lee,1,13642861.0,14000000.0,65.0,7.0
Cinqué Lee,1,13642861.0,14000000.0,65.0,7.0
Louis C.K.,2,15864188.0,17500000.0,80.0,10.8
Éric Rohmer,1,12550605.0,14000000.0,49.0,5.5
John Karnay,1,12314651.0,14000000.0,29.0,5.0
Susan McMartin,3,24962910.0,22650000.0,97.0,18.2
Tamara Chestna,2,24277130.0,14650000.0,60.0,10.6
Jenny Gage,2,24277130.0,14650000.0,60.0,10.6
Emilio Estevez,1,11242801.0,14000000.0,54.0,7.0
David Kidd,1,10424470.0,14000000.0,27.0,5.4
Max Werner,1,9409538.0,14000000.0,37.0,5.4
Oliver Jeffers,1,nan,14000000.0,nan,8.0
Todd Field,2,41393623.0,15700000.0,161.0,14.9
Tom Perrotta,2,20365060.0,22500000.0,158.0,14.8
Pamela Gray,2,11533789.0,26500000.0,131.0,13.8
Mike Leigh,5,24558327.0,46500000.0,421.0,37.3
Sheridan Jobbins,1,2656784.0,14000000.0,58.0,6.6
Noël Coward,1,2656784.0,14000000.0,58.0,6.6
Rob Reiner,1,1755212.0,14000000.0,45.0,7.7
