Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Alex Reid,1,26024456.0,7000000.0,71.0,7.2
Lindsay Duncan,1,24801212.0,7000000.0,60.0,7.6
Britt Ekland,1,20972000.0,7000000.0,43.0,6.7
Jean-Paul Belmondo,2,447898.0,8600000.0,nan,14.600000000000001
Van Doude,1,414173.0,7000000.0,nan,7.7
Phil Jackson,1,18650521.0,7000000.0,57.0,7.4
Doug Collins,1,18650521.0,7000000.0,57.0,7.4
Tony Revolori,1,17506470.0,7000000.0,72.0,7.2
Kiersey Clemons,2,19892721.0,9000000.0,137.0,14.100000000000001
Jackson A. Dunn,1,17300439.0,7000000.0,44.0,6.1
Sid Haig,4,nan,17240000.0,nan,24.0
Sheri Moon Zombie,3,20383812.0,11500000.0,160.0,17.3
Bill Moseley,3,31852892.0,17000000.0,134.0,18.1
Allison Miller,2,nan,9400000.0,64.0,9.4
Sam Anderson,1,15821461.0,7000000.0,34.0,4.2
Nate Parker,1,14618727.0,7000000.0,73.0,6.8
Lloyd Adams,1,14011454.0,7000000.0,53.0,6.2
Philip Akin,1,14011454.0,7000000.0,53.0,6.2
Anna Carolina Arias,1,14011454.0,7000000.0,53.0,6.2
Jonathan Cherry,1,10249719.0,7000000.0,15.0,2.1
Tyron Leitso,1,10249719.0,7000000.0,15.0,2.1
Clint Howard,1,10249719.0,7000000.0,15.0,2.1
Michael Stuhlbarg,2,27324469.0,10500000.0,182.0,14.8
Richard Kind,1,9228768.0,7000000.0,88.0,7.0
Sari Lennick,1,9228768.0,7000000.0,88.0,7.0
Barbara Hershey,3,91961068.0,13000000.0,nan,19.4
Shawn Hatosy,1,7302522.0,7000000.0,62.0,6.4
Nadira Babbar,1,6605592.0,7000000.0,55.0,6.2
Everlyn Sampi,1,6199600.0,7000000.0,80.0,7.4
Tianna Sansbury,1,6199600.0,7000000.0,80.0,7.4
Alastair Duncan,1,5430822.0,7000000.0,26.0,6.0
Anne Parillaud,1,5017971.0,7000000.0,56.0,7.3
Marc Duret,1,5017971.0,7000000.0,56.0,7.3
Patrick Fontana,1,5017971.0,7000000.0,56.0,7.3
Christopher Gorham,2,nan,8400000.0,nan,12.0
Joe Folau,1,4720371.0,7000000.0,38.0,6.3
Mitchell Gaylord,1,4845724.0,7000000.0,nan,4.8
Tiny Wells,1,4845724.0,7000000.0,nan,4.8
Janet Jones,1,4845724.0,7000000.0,nan,4.8
Preity G Zinta,1,2938532.0,7000000.0,67.0,7.8
Jeremy James Kissner,1,2165637.0,7000000.0,38.0,6.2
Jesse James,1,2165637.0,7000000.0,38.0,6.2
Odessa Young,1,2005142.0,7000000.0,54.0,6.0
Abra,1,2005142.0,7000000.0,54.0,6.0
Suki Waterhouse,2,nan,7225000.0,104.0,11.7
Hans Matheson,1,2258620.0,7000000.0,33.0,6.2
Matt Czuchry,1,1429299.0,7000000.0,26.0,5.2
Geoff Stults,1,1429299.0,7000000.0,26.0,5.2
Celia Imrie,1,1418682.0,7000000.0,53.0,6.7
John Stockwell,1,1246141.0,7000000.0,51.0,4.9
Terence Hill,1,1000000.0,7000000.0,nan,6.3
Devin Brochu,1,382946.0,7000000.0,45.0,6.9
Scott 'Carrot Top' Thompson,1,181233.0,7000000.0,nan,2.3
Courtney Thorne-Smith,1,181233.0,7000000.0,nan,2.3
Sean Patrick Flanery,2,4429460.0,13000000.0,71.0,12.9
Agnese Zeltina,1,nan,7000000.0,nan,6.8
Marat Basharov,1,nan,7000000.0,nan,6.8
Yana Rayskaya,1,nan,7000000.0,nan,6.8
Shane Jacobson,1,nan,7000000.0,nan,6.4
Ivan Yankovskiy,1,nan,7000000.0,nan,6.2
Vladimir Vdovichenkov,1,nan,7000000.0,nan,6.2
Ka-Tung Lam,1,nan,7000000.0,nan,5.4
Dada Chan,1,nan,7000000.0,nan,5.4
Christopher Abbott,2,nan,12000000.0,129.0,12.0
Ben Browder,1,nan,7000000.0,nan,7.4
Amanda Tapping,1,nan,7000000.0,nan,7.4
Christopher Judge,1,nan,7000000.0,nan,7.4
Michael Shanks,1,nan,7000000.0,nan,7.4
Michael Moriarty,1,41410568.0,6900000.0,61.0,7.3
Carrie Snodgress,1,41410568.0,6900000.0,61.0,7.3
Wiley Wiggins,1,7993039.0,6900000.0,80.0,7.6
Gordon Pinsent,2,nan,10840000.0,nan,12.1
Lubna Azabal,1,2071334.0,6800000.0,80.0,8.3
Mélissa Désormeaux-Poulin,1,2071334.0,6800000.0,80.0,8.3
Maxim Gaudette,2,nan,12800000.0,143.0,15.5
Max Färberböck,1,nan,6800000.0,nan,nan
Tony Imi,1,nan,6800000.0,nan,nan
Juliane Köhler,2,nan,13300000.0,nan,nan
Maria Schrader,1,nan,6800000.0,nan,nan
Joe Nicolo,1,25032.0,6800000.0,40.0,6.3
Carl Mazzocone Sr.,1,25032.0,6800000.0,40.0,6.3
George Tovar,1,25032.0,6800000.0,40.0,6.3
Rocky McKenzie,1,113568.0,6750000.0,54.0,6.2
Ernie Dingo,1,113568.0,6750000.0,54.0,6.2
Alisha Wainwright,1,nan,6713933.0,53.0,7.3
Nicoletta Romanoff,1,227986.0,6700000.0,53.0,6.4
Michael McElhatton,1,828.0,6600000.0,47.0,6.3
Rod Carvalho,1,nan,6537890.0,nan,7.5
Milhem Cortaz,1,nan,6537890.0,nan,7.5
Wagner Moura,1,nan,6537890.0,nan,7.5
Ward Horton,1,84284252.0,6500000.0,37.0,5.4
Hudhail Al-Amir,1,57504069.0,6500000.0,76.0,7.8
Rosanna DeSoto,1,54215416.0,6500000.0,65.0,6.9
Len Cariou,2,52132785.0,11200000.0,125.0,13.3
Angie Dickinson,2,nan,9500000.0,160.0,14.399999999999999
Elizabeth Lail,1,25621766.0,6500000.0,31.0,5.4
Jordan Calloway,1,25621766.0,6500000.0,31.0,5.4
Talitha Eliana Bateman,1,25621766.0,6500000.0,31.0,5.4
Robbie Coltrane,1,24103594.0,6500000.0,nan,6.2
James Olson,1,nan,6500000.0,60.0,7.2
Arthur Hill,1,nan,6500000.0,60.0,7.2
David Wayne,1,nan,6500000.0,60.0,7.2
Merab Ninidze,1,6180200.0,6500000.0,72.0,7.5
Matthias Habich,2,6208860.0,12000000.0,142.0,13.8
James Badge Dale,1,3909002.0,6500000.0,72.0,7.2
Dallas Roberts,1,1029872.0,6500000.0,59.0,6.6
Jean Johansson,1,65090.0,6500000.0,78.0,7.1
Nicholas McGough,1,nan,6500000.0,nan,6.5
Gareth Reeves,1,nan,6500000.0,nan,6.5
Katrin Sass,1,4064200.0,6400000.0,68.0,7.7
Chulpan Khamatova,1,4064200.0,6400000.0,68.0,7.7
Lars Eidinger,1,1305195.0,6400000.0,77.0,6.1
Sigrid Bouaziz,1,1305195.0,6400000.0,77.0,6.1
Craig Parkinson,1,872252.0,6400000.0,78.0,7.6
David Roper,1,449865.0,6400000.0,81.0,7.5
Danila Kozlovskiy,1,nan,6250000.0,nan,6.3
Andrey Smolyakov,1,nan,6250000.0,nan,6.3
Vladimir Ilin,1,nan,6250000.0,nan,6.3
Mary Tyler Moore,1,54766923.0,6200000.0,86.0,7.7
Judd Hirsch,1,54766923.0,6200000.0,86.0,7.7
Zack Gottsagen,1,20457151.0,6200000.0,70.0,7.6
Ann Pierce,1,20457151.0,6200000.0,70.0,7.6
Don Calfa,2,nan,10200000.0,nan,14.5
Tony Gardner,1,nan,6200000.0,nan,7.2
Graham Henderson,1,nan,6200000.0,nan,7.2
James Karen,2,nan,10200000.0,nan,14.5
Federico Busso,1,nan,6200000.0,nan,9.0
Marcelo Mariño,1,nan,6200000.0,nan,9.0
Jag Patel,1,nan,6200000.0,nan,9.0
Shannen Doherty,1,2122561.0,6100000.0,41.0,7.0
Jeremy London,1,2122561.0,6100000.0,41.0,7.0
Olivia Newton-John,1,190071103.0,6000000.0,70.0,7.2
George W. Bush,2,122691566.0,7000000.0,135.0,14.1
Katharine Ross,2,nan,6500000.0,nan,14.1
Dick Van Dyke,1,102272727.0,6000000.0,88.0,7.8
David Tomlinson,1,102272727.0,6000000.0,88.0,7.8
Richard Cabral,1,46840590.0,6000000.0,42.0,5.5
Rodney Dangerfield,1,39918650.0,6000000.0,48.0,7.2
Samara Weaving,1,28714231.0,6000000.0,64.0,6.9
Mark O'Brien,1,28714231.0,6000000.0,64.0,6.9
Shemar Moore,2,27779319.0,9000000.0,nan,11.6
D.L. Hughley,2,65640199.0,9000000.0,123.0,13.1
Ruby Dee,1,27545445.0,6000000.0,93.0,8.0
Lee Van Cleef,1,25244626.0,6000000.0,76.0,7.1
Elayn J. Taylor,1,25059640.0,6000000.0,52.0,7.0
Richard T. Jones,1,25059640.0,6000000.0,52.0,7.0
John Huston,1,29200000.0,6000000.0,92.0,8.2
Kaitlyn Dever,1,22680962.0,6000000.0,84.0,7.1
Beanie Feldstein,1,22680962.0,6000000.0,84.0,7.1
Jessica Williams,1,22680962.0,6000000.0,84.0,7.1
Lisa Wilcox,1,22168359.0,6000000.0,54.0,5.0
Kelly Jo Minter,1,22168359.0,6000000.0,54.0,5.0
Tim Matheson,1,21305259.0,6000000.0,26.0,6.4
Jennifer Jones,2,nan,6550000.0,nan,13.899999999999999
Joseph Cotten,3,nan,7800000.0,nan,20.9
Ashley Bratcher,1,19005109.0,6000000.0,10.0,5.5
Brooks Ryan,1,19005109.0,6000000.0,10.0,5.5
Robia Scott,1,19005109.0,6000000.0,10.0,5.5
Michael McKean,1,17781006.0,6000000.0,81.0,7.2
Jackson Robert Scott,1,14856291.0,6000000.0,45.0,5.9
Peter Mooney,1,14856291.0,6000000.0,45.0,5.9
Shay Mitchell,1,14837422.0,6000000.0,37.0,5.2
Grey Damon,1,14837422.0,6000000.0,37.0,5.2
Kirby Johnson,1,14837422.0,6000000.0,37.0,5.2
Giancarlo Esposito,1,14545844.0,6000000.0,52.0,6.1
Tisha Campbell,1,14545844.0,6000000.0,52.0,6.1
Lochlyn Munro,2,nan,8500000.0,nan,8.5
Richard Gant,1,13235267.0,6000000.0,13.0,3.2
Lili Taylor,1,12793213.0,6000000.0,60.0,6.3
Richard Norton,1,12716953.0,6000000.0,nan,6.2
Miki Lee,1,12716953.0,6000000.0,nan,6.2
Mel Ferrer,1,nan,6000000.0,nan,6.7
John Lynch,1,11841544.0,6000000.0,59.0,6.7
Clarence Williams III,1,11837928.0,6000000.0,nan,6.5
Joe Torry,1,11837928.0,6000000.0,nan,6.5
Danielle Harris,3,29441966.0,13000000.0,nan,13.899999999999999
Ellie Cornell,2,29411011.0,11000000.0,62.0,10.7
Alex Jennings,1,10021175.0,6000000.0,70.0,6.7
Celeste O'Connor,1,9030855.0,6000000.0,67.0,6.3
Robert Knott,1,8598593.0,6000000.0,77.0,7.0
Samuel Hunt,1,6216897.0,6000000.0,39.0,5.8
Merritt Patterson,1,6216897.0,6000000.0,39.0,5.8
Bobby Campo,1,6216897.0,6000000.0,39.0,5.8
Kevin Covais,1,4694636.0,6000000.0,15.0,4.6
Andrew Lewis Caldwell,1,4694636.0,6000000.0,15.0,4.6
Sacha Bourdo,1,nan,6000000.0,nan,7.7
Emma de Caunes,1,nan,6000000.0,nan,7.7
Jane Horrocks,1,4611784.0,6000000.0,68.0,7.0
Zach Cregger,1,4543320.0,6000000.0,7.0,5.0
Trevor Moore,1,4543320.0,6000000.0,7.0,5.0
Raquel Alessi,1,4543320.0,6000000.0,7.0,5.0
Pierce Gagnon,1,3591299.0,6000000.0,43.0,6.6
Leslie Phillips,1,3347411.0,6000000.0,82.0,7.1
Stacey Travis,1,3283371.0,6000000.0,nan,6.5
John Cameron Mitchell,1,3082286.0,6000000.0,85.0,7.7
Miriam Shor,1,3082286.0,6000000.0,85.0,7.7
Stephen Trask,1,3082286.0,6000000.0,85.0,7.7
Mark Gatiss,1,2122771.0,6000000.0,88.0,8.2
Chelcie Ross,1,2036682.0,6000000.0,45.0,5.8
Sébastien Huberdeau,1,nan,6000000.0,63.0,7.2
Karine Vanasse,1,nan,6000000.0,63.0,7.2
Jun Ji-hyun,1,1348205.0,6000000.0,42.0,6.1
Vivian Wu,1,1348205.0,6000000.0,42.0,6.1
Frederick Weller,1,1030920.0,6000000.0,67.0,6.3
Takayuki Akutagawa,1,nan,6000000.0,nan,7.4
Chiezô Kataoka,1,nan,6000000.0,nan,7.4
Kôtarô Satomi,1,nan,6000000.0,nan,7.4
Marc Singer,2,14925853.0,11000000.0,nan,10.3
Sarah Douglas,1,869325.0,6000000.0,nan,4.1
Kathleen McDermott,1,267907.0,6000000.0,78.0,6.7
Linda McGuire,1,267907.0,6000000.0,78.0,6.7
Nathalie Baye,1,182163.0,6000000.0,67.0,6.4
Benoît Magimel,1,182163.0,6000000.0,67.0,6.4
Abraham Attah,1,90777.0,6000000.0,79.0,7.7
Emmanuel Affadzi,1,90777.0,6000000.0,79.0,7.7
Ricky Adelayitor,1,90777.0,6000000.0,79.0,7.7
Ron Cook,1,54606.0,6000000.0,48.0,6.2
Frank Harper,1,54606.0,6000000.0,48.0,6.2
James Nesbitt,1,54606.0,6000000.0,48.0,6.2
Willie Nelson,1,52132.0,6000000.0,16.0,4.6
Ben Rosenfield,1,32251.0,6000000.0,48.0,5.8
Noam Chomsky,1,25317.0,6000000.0,83.0,8.2
Bill Baird,1,25317.0,6000000.0,83.0,8.2
Flip Benham,1,25317.0,6000000.0,83.0,8.2
Tarek Boudali,1,nan,6000000.0,nan,6.1
Philippe Lacheau,2,nan,9400000.0,nan,12.8
Charlotte Gabris,1,nan,6000000.0,nan,6.1
Aleksey Afonin,1,nan,6000000.0,nan,3.2
Ivan Agapov,1,nan,6000000.0,nan,3.2
Andrey Chernyshov,1,nan,6000000.0,nan,3.2
Kiele Sanchez,2,nan,6500000.0,106.0,12.6
Bryan Fogel,1,nan,6000000.0,68.0,7.9
Dave Zabriskie,1,nan,6000000.0,68.0,7.9
Don Catlin,1,nan,6000000.0,68.0,7.9
Charlotte Lewis,1,nan,6000000.0,nan,5.6
John Bell,1,nan,6000000.0,52.0,7.1
Jonathan LaPaglia,1,nan,6000000.0,nan,5.3
Tammy Blanchard,3,nan,11100000.0,nan,18.4
Debbie Harry,1,2120439.0,5952000.0,60.0,7.2
Sonja Smits,1,2120439.0,5952000.0,60.0,7.2
James Cosmo,1,22231658.0,5900000.0,66.0,6.6
Kevin Bishop,1,nan,5900000.0,nan,7.0
Dominique Colin,1,nan,5900000.0,nan,7.0
Federico D'Anna,1,nan,5900000.0,nan,7.0
Daria Stavrovich,1,nan,5900000.0,nan,nan
Sergey Bogolyubsky,1,nan,5900000.0,nan,nan
Burt Lancaster,5,nan,17450000.0,nan,38.2
Paul Scofield,2,nan,9700000.0,152.0,15.5
Martijn Lakemeier,1,543100.0,5800000.0,66.0,7.0
Yorick van Wageningen,1,543100.0,5800000.0,66.0,7.0
Kristin Booth,1,458990.0,5800000.0,nan,6.4
Joris Jarsky,1,458990.0,5800000.0,nan,6.4
John Billingsley,2,nan,6000000.0,nan,13.1
Charlotte Kirk,1,nan,5800000.0,41.0,4.6
Jonathan Howard,1,nan,5800000.0,41.0,4.6
Jamie Bamber,1,nan,5800000.0,41.0,4.6
David Artus,1,72482.0,5700000.0,nan,6.2
Kevin Furlong,1,72482.0,5700000.0,nan,6.2
Nicholas Selby,1,72482.0,5700000.0,nan,6.2
Maarten Stevenson,1,30638.0,5700000.0,61.0,6.0
Alexander Morton,1,30638.0,5700000.0,61.0,6.0
Parminder Nagra,1,32543449.0,5600000.0,66.0,6.7
Wesley Jonathan,4,nan,9100000.0,nan,14.200000000000001
Wayne Brady,1,7009668.0,5600000.0,30.0,2.1
Edie Falco,3,3490414.0,6800000.0,167.0,17.9
Alex Lewis,1,3065921.0,5600000.0,69.0,6.8
Devon Jordan,1,531806.0,5600000.0,22.0,3.0
Ashley Cutrona,1,531806.0,5600000.0,22.0,3.0
Erika Corvette,1,531806.0,5600000.0,22.0,3.0
Asin Thottumkal,1,379466.0,5600000.0,nan,4.3
Mithun Chakraborty,1,379466.0,5600000.0,nan,4.3
Marco Romano,1,nan,5600000.0,nan,3.7
Ben Cross,1,58972904.0,5500000.0,78.0,7.1
Ian Charleson,1,58972904.0,5500000.0,78.0,7.1
Nicholas Farrell,1,58972904.0,5500000.0,78.0,7.1
Justin Braine,1,35892330.0,5500000.0,87.0,7.6
Natasha Lyonne,4,nan,14200000.0,195.0,22.2
Verna Bloom,2,26309321.0,10000000.0,159.0,15.0
Marianna Hill,1,15700000.0,5500000.0,69.0,7.4
Cynthea Mercado,1,11107431.0,5500000.0,26.0,5.5
Stephen Conroy,1,11107431.0,5500000.0,26.0,5.5
Amy Forsyth,1,11107431.0,5500000.0,26.0,5.5
Luke Kirby,2,6268224.0,10400000.0,nan,11.8
Peter Miller,1,6253026.0,5500000.0,41.0,6.7
Ginette Reno,1,6253026.0,5500000.0,41.0,6.7
Jerome Flynn,1,6735118.0,5500000.0,62.0,7.8
Robert Gulaczyk,1,6735118.0,5500000.0,62.0,7.8
Stephen Macht,1,nan,5500000.0,nan,3.6
Avery Schreiber,1,nan,5500000.0,nan,3.6
J.D. Hinton,1,nan,5500000.0,nan,3.6
Christophe Barratier,1,nan,5500000.0,nan,8.4
François Berléand,1,nan,5500000.0,nan,8.4
Marie Bunel,1,nan,5500000.0,nan,8.4
François Chauvaud,1,nan,5500000.0,nan,8.4
Birgitte Price,1,nan,5500000.0,nan,5.5
Henning Moritzen,1,nan,5500000.0,nan,5.5
Astrid Villaume,1,nan,5500000.0,nan,5.5
André Wilms,1,611709.0,5500000.0,82.0,7.2
Blondin Miguel,1,611709.0,5500000.0,82.0,7.2
Jean-Pierre Darroussin,1,611709.0,5500000.0,82.0,7.2
Francisco Vera,1,nan,5500000.0,nan,6.7
Borja Elgea,1,nan,5500000.0,nan,6.7
Octavi Pujades,1,nan,5500000.0,nan,6.7
Max Riemelt,1,28660.0,5500000.0,70.0,6.3
Nao Ômori,1,24956.0,5500000.0,57.0,5.9
Mao Daichi,1,24956.0,5500000.0,57.0,5.9
Shinobu Terajima,1,24956.0,5500000.0,57.0,5.9
Holliday Grainger,1,nan,5500000.0,65.0,6.1
Alia Shawkat,2,nan,10500000.0,144.0,13.1
Amy Molloy,1,nan,5500000.0,65.0,6.1
Albert Dupontel,1,803491.0,5400000.0,51.0,7.3
Paul Raci,1,nan,5400000.0,82.0,7.7
Claire Holt,2,44902209.0,6500000.0,100.0,11.399999999999999
Soha Ali Khan,1,2197694.0,5300000.0,nan,8.1
Siddharth,1,2197694.0,5300000.0,nan,8.1
Killian Coyle,1,nan,5300000.0,62.0,6.3
Stuart Graham,1,nan,5300000.0,62.0,6.3
Michael Hough,1,nan,5300000.0,62.0,6.3
Martin Arrowsmith,1,19478.0,5250000.0,65.0,7.6
Dave Blant,1,19478.0,5250000.0,65.0,7.6
Darren Campbell,1,19478.0,5250000.0,65.0,7.6
Sennia Nanua,1,nan,5250000.0,67.0,6.6
Fisayo Akinade,1,nan,5250000.0,67.0,6.6
Dominique Tipper,1,nan,5250000.0,67.0,6.6
Sandra Lee-Oian Thomas,1,653951.0,5200000.0,49.0,5.8
Shaun J. Brown,1,653951.0,5200000.0,49.0,5.8
Adam Butcher,1,489389.0,5200000.0,51.0,7.4
Bipasha Basu,1,564489.0,5200000.0,nan,6.2
Eric Cantona,1,nan,5200000.0,nan,7.4
Didier Drogba,1,nan,5200000.0,nan,7.4
Carlos Caszely,1,nan,5200000.0,nan,7.4
Allison Williams,1,176196665.0,5000000.0,85.0,7.8
Chloe Csengery,1,104028807.0,5000000.0,59.0,5.8
Jessica Tyler Brown,1,104028807.0,5000000.0,59.0,5.8
Christopher Nicholas Smith,1,104028807.0,5000000.0,59.0,5.8
Beverley Mitchell,1,87039965.0,5000000.0,40.0,6.6
Franky G,2,87050965.0,5025000.0,111.0,13.2
Deanna Dunagan,1,65206105.0,5000000.0,55.0,6.2
Ruby Modine,1,55683845.0,5000000.0,58.0,6.6
Stephen Dunham,1,53885000.0,5000000.0,40.0,4.6
Katie Featherston,3,246556717.0,8450000.0,161.0,16.6
Matt Shively,1,53885000.0,5000000.0,40.0,4.6
Ana Coto,1,50856010.0,5000000.0,38.0,4.5
Daren Kagasoff,1,50856010.0,5000000.0,38.0,4.5
Diana Silvers,1,45896028.0,5000000.0,53.0,5.6
Loreto Peralta,1,nan,5000000.0,nan,7.2
Peter Sellers,1,41833347.0,5000000.0,61.0,7.0
Catherine Schell,1,41833347.0,5000000.0,61.0,7.0
Jean Simmons,3,nan,13000000.0,nan,20.9
Victor Mature,2,nan,10000000.0,nan,13.2
Lisa Zane,1,34872033.0,5000000.0,39.0,4.7
Shon Greenblatt,1,34872033.0,5000000.0,39.0,4.7
Alex Kendrick,3,79952352.0,7100000.0,97.0,20.0
Priscilla C. Shirer,2,102537062.0,8000000.0,43.0,13.0
Cameron Arnett,1,34746945.0,5000000.0,17.0,6.6
Andrew Jacobs,1,32462372.0,5000000.0,42.0,5.0
Jorge Diaz,1,32462372.0,5000000.0,42.0,5.0
Gabrielle Walsh,1,32462372.0,5000000.0,42.0,5.0
Paul Lukas,2,nan,5200000.0,166.0,14.4
Mark Duplass,4,31643240.0,5885000.0,248.0,25.3
Evan Peters,1,25801570.0,5000000.0,31.0,5.2
Brian O'Halloran,2,27299198.0,5027000.0,135.0,15.0
Jeff Anderson,2,27299198.0,5027000.0,135.0,15.0
LisaRaye McCoy,2,23302232.0,5500000.0,nan,10.899999999999999
Judyann Elder,1,23047939.0,5000000.0,nan,5.8
Jean Heywood,1,21995263.0,5000000.0,74.0,7.7
Perdita Weeks,1,21321100.0,5000000.0,39.0,6.2
Ben Feldman,1,21321100.0,5000000.0,39.0,6.2
Edwin Hodge,1,21321100.0,5000000.0,39.0,6.2
Jesse Metcalfe,2,20890167.0,7500000.0,62.0,10.399999999999999
David A.R. White,3,81703906.0,6750000.0,66.0,14.099999999999998
Todd Allen,2,27237727.0,7000000.0,128.0,12.9
Paul Bagget,1,19868354.0,5000000.0,83.0,7.2
Tom Burlinson,1,20659423.0,5000000.0,63.0,7.2
Terence Donovan,1,20659423.0,5000000.0,63.0,7.2
Christopher Reid,1,19438638.0,5000000.0,nan,5.3
Christopher Martin,1,19438638.0,5000000.0,nan,5.3
Thomas McHugh,1,19440089.0,5000000.0,nan,4.9
Fred Newman,1,19440089.0,5000000.0,nan,4.9
Chris Phillips,1,19440089.0,5000000.0,nan,4.9
Diana Scarwid,1,19032261.0,5000000.0,55.0,6.6
Steve Forrest,1,19032261.0,5000000.0,55.0,6.6
Warren Christie,1,17687709.0,5000000.0,24.0,5.2
Lloyd Owen,1,17687709.0,5000000.0,24.0,5.2
Ryan Robbins,1,17687709.0,5000000.0,24.0,5.2
James Faulkner,1,17560475.0,5000000.0,52.0,6.6
Boris Kodjoe,1,17390770.0,5000000.0,32.0,5.0
John Newberg,1,17390770.0,5000000.0,32.0,5.0
Samuel Leakey,1,15347654.0,5000000.0,64.0,5.5
Alice Krige,1,15347654.0,5000000.0,64.0,5.5
Marianne Hagan,1,15116634.0,5000000.0,10.0,4.7
Gene Tierney,1,nan,5000000.0,nan,6.5
Jurnee Smollett,1,14842388.0,5000000.0,78.0,7.2
Jensen Daggett,1,14343976.0,5000000.0,14.0,4.5
Todd Caldecott,1,14343976.0,5000000.0,14.0,4.5
Ashley Benson,1,14124284.0,5000000.0,63.0,5.3
Alfonso Cuarón,1,nan,5000000.0,nan,6.7
Kate Ashfield,1,13542874.0,5000000.0,76.0,7.9
Chace Crawford,1,13559812.0,5000000.0,28.0,3.9
Jake Weber,1,13559812.0,5000000.0,28.0,3.9
Elizabeth Peña,1,12408986.0,5000000.0,78.0,7.4
Stephen Mendillo,1,12408986.0,5000000.0,78.0,7.4
Deborah Foreman,1,12947763.0,5000000.0,49.0,6.1
Griffin O'Neal,1,12947763.0,5000000.0,49.0,6.1
Clayton Rohner,1,12947763.0,5000000.0,49.0,6.1
Steve Guttenberg,2,95298847.0,9500000.0,123.0,13.8
Halston Sage,1,12241122.0,5000000.0,58.0,6.4
Cynthy Wu,1,12241122.0,5000000.0,58.0,6.4
Barbara Carrera,1,12232628.0,5000000.0,65.0,6.3
Kali Hawk,1,11686940.0,5000000.0,28.0,3.5
Gary Cooper,2,nan,5730000.0,nan,14.4
Helen Hayes,1,nan,5000000.0,nan,6.4
Adolphe Menjou,1,nan,5000000.0,nan,6.4
Gina Lollobrigida,2,nan,9000000.0,nan,12.899999999999999
George Sanders,2,nan,6288000.0,nan,14.2
Maeve Quinlan,1,10572742.0,5000000.0,43.0,6.1
Sarah Drew,1,10429707.0,5000000.0,25.0,5.3
Patricia Heaton,1,10429707.0,5000000.0,25.0,5.3
Jeffrey Tambor,2,10486906.0,5500000.0,105.0,13.3
Terrence Jenkins,1,9669521.0,5000000.0,41.0,4.9
Lara Jill Miller,1,9631153.0,5000000.0,20.0,6.0
Joshua Seth,1,9631153.0,5000000.0,20.0,6.0
Bob Papenbrook,1,9631153.0,5000000.0,20.0,6.0
Edward Fox,1,7230000.0,5000000.0,42.0,6.4
Brendan Fehr,1,7288451.0,5000000.0,35.0,5.3
Izabella Miko,1,7288451.0,5000000.0,35.0,5.3
Alexandra Shipp,1,6546159.0,5000000.0,39.0,6.0
Jim Acosta,1,6352306.0,5000000.0,69.0,7.2
Roger Ailes,1,6352306.0,5000000.0,69.0,7.2
Brooke Baldwin,1,6352306.0,5000000.0,69.0,7.2
'Weird Al' Yankovic,1,6157157.0,5000000.0,32.0,6.9
Victoria Jackson,2,nan,5250000.0,nan,13.7
Kevin McCarthy,1,6157157.0,5000000.0,32.0,6.9
Guillaume Denaiffe,1,6096582.0,5000000.0,nan,6.6
Norbert Ferrer,1,6096582.0,5000000.0,nan,6.6
Chloe Hollings,1,6096582.0,5000000.0,nan,6.6
Shirley Jones,2,nan,8380000.0,nan,13.5
Samantha Isler,1,5879835.0,5000000.0,72.0,7.8
Bryna Weiss,1,5502773.0,5000000.0,69.0,6.7
Charles Bronson,1,5321508.0,5000000.0,82.0,8.5
Claudia Cardinale,1,5321508.0,5000000.0,82.0,8.5
Joe Goossen,1,5313300.0,5000000.0,62.0,6.3
Dominique McElligott,1,5010163.0,5000000.0,67.0,7.8
Taylour Paige,1,4844399.0,5000000.0,76.0,6.5
Riley Keough,2,5507645.0,8500000.0,156.0,13.5
Hudson Meek,1,4842699.0,5000000.0,28.0,4.9
Michael Paré,2,5323297.0,10000000.0,nan,13.100000000000001
Caerthan Banks,1,3263585.0,5000000.0,91.0,7.5
Mark Blankfield,1,3792188.0,5000000.0,nan,6.0
Bess Armstrong,1,3792188.0,5000000.0,nan,6.0
Krista Errickson,1,3792188.0,5000000.0,nan,6.0
Linda May,1,3700000.0,5000000.0,91.0,7.3
Sarah Peirse,1,3049135.0,5000000.0,86.0,7.3
Sofia Rosinsky,1,3000342.0,5000000.0,41.0,5.3
Jena Sims,1,2450846.0,5000000.0,60.0,6.9
Aubrey Peeples,1,2184640.0,5000000.0,42.0,4.2
Aurora Perrineau,1,2184640.0,5000000.0,42.0,4.2
Golshifteh Farahani,1,2152738.0,5000000.0,90.0,7.3
Nellie,1,2152738.0,5000000.0,90.0,7.3
Peter Berg,1,1526697.0,5000000.0,nan,7.1
Kevin Dillon,2,nan,10000000.0,nan,10.6
Arye Gross,1,1526697.0,5000000.0,nan,7.1
Dana Delany,1,1050861.0,5000000.0,70.0,6.9
Hannah Bailey,1,942441.0,5000000.0,66.0,6.4
Jake Tusing,1,942441.0,5000000.0,66.0,6.4
Megan Krizmanich,1,942441.0,5000000.0,66.0,6.4
Kristoffer Polaha,2,7271124.0,6500000.0,44.0,10.2
Rob Morrow,1,846704.0,5000000.0,9.0,4.3
Wilson Cruz,1,742898.0,5000000.0,36.0,6.2
