Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Michael D. Olmos,1,2850357.0,1250000.0,57.0,5.6
Henry Hathaway,1,nan,1250000.0,70.0,7.0
Gergö Elekes,1,nan,1250000.0,nan,4.9
József Gallai,1,nan,1250000.0,nan,4.9
Jim Sharman,1,112892319.0,1200000.0,65.0,7.4
David Boyd,1,2861020.0,1200000.0,nan,5.9
Jamie Babbit,2,2587047.0,2100000.0,68.0,12.8
Steve Taylor,1,595018.0,1200000.0,48.0,5.8
Sanjeev Gupta,1,nan,1200000.0,nan,6.5
Herschell Gordon Lewis,1,nan,1200000.0,nan,5.0
James David Pasternak,1,nan,1200000.0,35.0,6.2
Adam Jay Epstein,1,nan,1200000.0,nan,3.7
Andrew Jacobson,1,nan,1200000.0,nan,3.7
David Caffrey,1,nan,1200000.0,46.0,6.0
Brenton Spencer,1,nan,1200000.0,nan,3.8
G.B. Hajim,1,nan,1200000.0,nan,7.3
Ossie Davis,1,nan,1200000.0,nan,6.5
Dylan Bank,1,nan,1200000.0,nan,3.2
Jay Alaimo,1,nan,1200000.0,nan,4.3
Timothy A. Chey,1,nan,1200000.0,nan,5.3
Rob McKittrick,1,16124543.0,1125000.0,30.0,6.7
Camille Lacadee,1,nan,1100000.0,nan,nan
Francois Roche,1,nan,1100000.0,nan,nan
Harry Gantz,1,254852.0,1100000.0,44.0,4.5
Joe Gantz,1,254852.0,1100000.0,44.0,4.5
Jessica Swale,1,58498.0,1100000.0,56.0,7.0
Guy Maddin,1,55365.0,1100000.0,84.0,6.9
Regardt van den Bergh,1,nan,1100000.0,nan,6.7
Joel Anderson,1,nan,1100000.0,nan,6.3
Matthew R. Anderson,1,nan,1100000.0,nan,3.0
Edward Conna,1,nan,1100000.0,nan,3.0
Joe Marino,1,nan,1100000.0,nan,2.6
Shimit Amin,1,nan,1070000.0,nan,7.5
Levan Gabriadze,1,32482090.0,1000000.0,59.0,5.6
Bradley Parker,1,18119640.0,1000000.0,nan,5.0
Clive Barker,1,14564027.0,1000000.0,56.0,6.9
Ti West,3,11944920.0,2650000.0,216.0,18.4
Takao Okawara,1,10037390.0,1000000.0,41.0,6.0
Duncan Tucker,1,9015303.0,1000000.0,66.0,7.4
Russ Meyer,1,nan,1000000.0,60.0,6.1
Robert D. Webb,1,nan,1000000.0,nan,6.2
Stephen Susco,1,8866745.0,1000000.0,53.0,6.0
Allan Dwan,1,nan,1000000.0,75.0,7.0
Raoul Peck,1,7123919.0,1000000.0,95.0,7.9
Ben Lewin,1,6002451.0,1000000.0,79.0,7.2
Morgan Neville,1,4946445.0,1000000.0,83.0,7.4
Robert Kenner,1,4417674.0,1000000.0,80.0,7.8
Bonni Cohen,1,3496795.0,1000000.0,68.0,6.6
Jon Shenk,1,3496795.0,1000000.0,68.0,6.6
Gillian Robespierre,1,3123963.0,1000000.0,76.0,6.7
Sean Durkin,1,2990625.0,1000000.0,75.0,6.8
Phil Morrison,1,2678691.0,1000000.0,80.0,6.9
Courtney Hunt,1,2511476.0,1000000.0,82.0,7.1
Chris Paine,1,1678874.0,1000000.0,70.0,7.6
Rich Christiano,2,2661043.0,1825000.0,nan,12.0
Danis Tanovic,1,1012153.0,1000000.0,84.0,7.9
Marc Levin,1,1009819.0,1000000.0,73.0,7.0
Richard Dutcher,2,3489932.0,1300000.0,100.0,13.0
Geremy Jasper,1,800148.0,1000000.0,67.0,6.8
Gia Coppola,1,767732.0,1000000.0,69.0,6.2
Khalid Mohamed,1,596591.0,1000000.0,nan,6.0
Scandar Copti,1,622403.0,1000000.0,82.0,7.3
Yaron Shani,1,622403.0,1000000.0,82.0,7.3
Dylan Baker,1,549185.0,1000000.0,45.0,6.4
Finn Taylor,1,543708.0,1000000.0,nan,6.9
Joshua Oppenheimer,1,486919.0,1000000.0,91.0,8.2
Anonymous,1,486919.0,1000000.0,91.0,8.2
Christine Cynn,1,486919.0,1000000.0,91.0,8.2
Goran Dukic,1,446165.0,1000000.0,62.0,7.2
José Luis Valenzuela,1,292309.0,1000000.0,41.0,5.2
Mike Cahill,2,1657666.0,1175000.0,123.0,14.2
Anthony Powell,1,288757.0,1000000.0,69.0,7.6
Efram Potelle,1,280351.0,1000000.0,33.0,6.0
Kyle Rankin,1,280351.0,1000000.0,33.0,6.0
Rohit Jagessar,1,227241.0,1000000.0,nan,7.0
Todd Louiso,1,213137.0,1000000.0,58.0,6.9
Paul Crowder,1,144601.0,1000000.0,67.0,7.3
John Dower,1,144601.0,1000000.0,67.0,7.3
Johnny Remo,1,96734.0,1000000.0,nan,5.3
Benjamin Dickinson,1,63014.0,1000000.0,58.0,5.4
Vivek Agnihotri,1,49000.0,1000000.0,nan,4.8
Nicholas Tomnay,1,48764.0,1000000.0,48.0,6.7
Youssef Chahine,1,nan,1000000.0,nan,8.0
Dan Zukovic,1,22731.0,1000000.0,nan,6.4
Nickolas Perry,1,17246.0,1000000.0,40.0,6.0
David Cross,1,nan,1000000.0,45.0,5.8
Olivier Nakache,1,nan,1000000.0,nan,7.4
Éric Toledano,1,nan,1000000.0,nan,7.4
Becky Smith,1,nan,1000000.0,nan,6.2
Eric Nicholas,1,10787.0,1000000.0,65.0,6.0
Peter Sattler,1,13302.0,1000000.0,54.0,6.9
Caryn Waechter,1,6870.0,1000000.0,60.0,6.1
A. Raven Cruz,1,3700.0,1000000.0,nan,2.1
Charlie Levi,1,1036.0,1000000.0,nan,5.4
Frank Whaley,1,1000.0,1000000.0,39.0,5.2
Amat Escalante,1,nan,1000000.0,59.0,6.8
John-Paul Davidson,1,nan,1000000.0,nan,6.4
Stephen Warbeck,1,nan,1000000.0,nan,6.4
Chanya Button,1,nan,1000000.0,nan,6.8
Wajahat Rauf,1,nan,1000000.0,nan,6.3
Shahbaz Ali,1,nan,1000000.0,nan,6.3
Katherine Brooks,1,nan,1000000.0,nan,6.3
Robert Bennett,1,nan,1000000.0,nan,2.8
Randall Rubin,1,nan,1000000.0,nan,5.9
Jonathan Schroder,1,nan,1000000.0,nan,5.9
Matthew Irmas,1,3514.0,1000000.0,nan,4.8
Lori Petty,1,nan,1000000.0,nan,6.3
Michael Taliferro,1,nan,1000000.0,nan,3.2
Kevin Hamedani,1,nan,1000000.0,nan,5.0
David DeCoteau,2,nan,2000000.0,nan,5.4
Robert Heath,1,nan,1000000.0,nan,5.6
Katie Aselton,1,nan,1000000.0,46.0,4.8
Mikel Rueda,1,nan,1000000.0,nan,7.0
Stefan C. Schaefer,1,nan,1000000.0,nan,5.7
K. King,1,nan,1000000.0,nan,3.5
Jonathan Meyers,1,nan,1000000.0,nan,5.3
Robert Hall,1,nan,1000000.0,nan,4.2
Orlando von Einsiedel,1,nan,1000000.0,95.0,8.2
D. Stevens,1,nan,1000000.0,nan,3.6
Tommy Oliver,1,nan,1000000.0,nan,7.2
Brian Dorton,1,nan,1000000.0,nan,4.2
Joseph Graham,1,nan,1000000.0,nan,4.2
Manuel Marín,1,nan,1000000.0,nan,4.2
Marjorie Conrad,1,nan,1000000.0,nan,5.4
Luis Enrique Rodríguez,1,nan,1000000.0,nan,7.8
Daniel Goldhaber,1,nan,1000000.0,71.0,5.9
Jason Mills,1,nan,1000000.0,nan,2.3
Richard Schenkman,2,nan,1189000.0,nan,12.399999999999999
Ralph Nelson,1,15826800.0,950000.0,50.0,6.9
Blair Erickson,1,nan,950000.0,62.0,5.4
Allison Burnett,1,nan,950000.0,nan,6.0
Ricardo de Montreuil,1,6303560.0,916000.0,57.0,5.7
Sanjay Rawal,1,nan,913000.0,62.0,7.1
Desiree Akhavan,1,904703.0,900000.0,69.0,6.6
Maryam Keshavarz,1,454121.0,900000.0,65.0,5.9
Lee Kirk,1,7396.0,900000.0,43.0,6.7
Ramaa Mosley,1,6997.0,900000.0,43.0,6.3
Christopher Henze,1,nan,900000.0,nan,8.8
Aneesh Chaganty,1,26020957.0,880000.0,71.0,7.6
Jamie Travis,1,1251749.0,850000.0,55.0,6.0
C. Jay Cox,2,866718.0,1350000.0,nan,12.6
Natalie Bible',1,3256.0,850000.0,nan,3.0
Daniel Davila,1,nan,850000.0,nan,7.6
Nacho Cerdá,1,1653012.0,850000.0,42.0,5.5
Justin Molotnikov,1,nan,820000.0,nan,6.9
Tom Laughlin,1,nan,800000.0,50.0,6.2
Georg Wilhelm Pabst,1,53485.0,800000.0,nan,7.8
Jorge Gaggero,1,200433.0,800000.0,78.0,7.0
Michael Burke,1,62852.0,800000.0,62.0,7.1
Catherine Jelski,1,59166.0,800000.0,43.0,4.1
Shane Dawson,1,36026.0,800000.0,1.0,3.6
Clark Baker,1,nan,800000.0,nan,6.2
Ryan Little,1,1310470.0,780000.0,56.0,6.7
George Lucas,1,115000000.0,777000.0,97.0,7.4
Rian James,1,nan,750000.0,nan,nan
Olly Blackburn,1,19367.0,750000.0,43.0,5.2
Zeki Demirkubuz,1,nan,750000.0,nan,7.8
Christopher Hutson,1,nan,750000.0,nan,2.8
H.M. Coakley,1,nan,750000.0,nan,5.1
Jen McGowan,1,nan,750000.0,59.0,5.9
David LaChapelle,1,3336391.0,700000.0,74.0,7.1
Kogonada,1,1017107.0,700000.0,89.0,7.2
Jennifer Wynne Farmer,1,nan,700000.0,nan,6.2
Valerie Red-Horse,1,nan,700000.0,nan,6.2
Emily Dell,1,nan,700000.0,nan,3.9
Anna Mastro,1,nan,700000.0,36.0,5.4
Christopher Scott Cherot,1,2284034.0,650000.0,nan,6.2
William Oldroyd,1,1129408.0,650000.0,76.0,6.8
Randy Moore,1,171962.0,650000.0,58.0,5.1
Sandra Luckow,1,1447.0,650000.0,nan,7.0
Bill Benenson,1,nan,650000.0,nan,7.7
Chris Atkins,1,nan,640000.0,nan,7.4
Travis Romero,1,nan,625000.0,nan,3.1
Edward F. Cline,1,nan,625000.0,nan,6.8
Mark Sandrich,1,nan,609000.0,93.0,7.7
Daniel Myrick,1,140539099.0,600000.0,81.0,6.5
Eduardo Sánchez,1,140539099.0,600000.0,81.0,6.5
Michael Wadleigh,1,126562.0,600000.0,95.0,8.1
Richard Montoya,1,82312.0,600000.0,nan,4.3
Gene Teigland,1,23616.0,600000.0,nan,4.0
Scott Ziehl,1,nan,600000.0,nan,6.4
Nick Weiss,1,3301.0,600000.0,nan,4.6
Johanna Schwartz,1,7516.0,600000.0,67.0,7.2
William Gazecki,2,nan,1100000.0,100.0,13.9
Michael Walker,1,nan,600000.0,39.0,4.6
Mark Raso,1,nan,600000.0,71.0,7.0
Lance McDaniel,1,nan,600000.0,nan,6.8
Thomas Lilti,1,8494.0,600000.0,nan,6.5
U. Roberto Romano,1,3709.0,560000.0,55.0,7.2
Blaz Zavrsnik,1,nan,560000.0,nan,5.7
George Fitzmaurice,1,nan,558000.0,nan,6.6
Pan Nalin,2,41378.0,850000.0,nan,14.8
Matt Walsh,1,nan,546173.0,nan,5.1
Naji Abu Nowar,1,283024.0,535000.0,80.0,7.2
John 'Bud' Cardos,1,nan,500000.0,nan,5.7
Marilyn Agrelo,1,8117961.0,500000.0,71.0,7.4
Brian Baugh,1,3777210.0,500000.0,19.0,6.8
Patrick Creadon,1,3121270.0,500000.0,73.0,7.4
Barry W. Blaustein,1,2053648.0,500000.0,73.0,7.6
Kurt Hale,2,2362413.0,1000000.0,nan,12.1
Joseph Dorman,1,906666.0,500000.0,77.0,7.2
Siddiq Barmak,1,1270904.0,500000.0,83.0,7.3
Greg Harrison,1,1115313.0,500000.0,54.0,6.6
Jacob Estes,1,603951.0,500000.0,74.0,7.1
Joe Swanberg,2,373653.0,570000.0,141.0,11.5
Max Winkler,1,328188.0,500000.0,45.0,6.0
Eric Schaeffer,1,307631.0,500000.0,30.0,6.2
Neema Barnette,1,254293.0,500000.0,29.0,5.1
Josephine Decker,1,185576.0,500000.0,81.0,6.3
Marius A. Markevicius,1,135228.0,500000.0,69.0,8.3
Quentin Dupieux,1,100370.0,500000.0,59.0,5.7
Tom DiCillo,1,90091.0,500000.0,53.0,5.8
Alex Smith,1,13411.0,500000.0,65.0,5.9
Andrew J. Smith,1,13411.0,500000.0,65.0,5.9
Sol Tryon,1,12232.0,500000.0,37.0,6.0
Stephen Kijak,1,nan,500000.0,65.0,7.2
Jonathan Parker,1,nan,500000.0,nan,4.9
Catherine Gund,1,24630.0,500000.0,78.0,6.7
Alex Craig Mann,1,1777.0,500000.0,nan,4.5
Matthew Charles Santoro,1,528.0,500000.0,nan,4.4
Ed Stone,1,nan,500000.0,nan,6.9
Andrew Morgan,1,nan,500000.0,46.0,7.7
Jack Heller,1,nan,500000.0,nan,6.5
Michael Hoffman Jr.,1,nan,500000.0,nan,3.5
Aaron T. Wells,1,nan,500000.0,nan,3.5
Dastan Khalili,1,nan,500000.0,nan,6.1
Georgia Hilton,1,nan,500000.0,nan,2.4
Eric England,1,nan,500000.0,nan,3.8
Alec Asten,1,nan,500000.0,nan,4.5
Matt Jackson,1,nan,500000.0,nan,5.1
Warren Sheppard,1,nan,500000.0,nan,3.4
Allan Katz,1,nan,500000.0,nan,4.5
Mark W. Travis,1,nan,500000.0,nan,3.4
Justin Paul Miller,1,nan,500000.0,nan,7.5
Jackie Cooper,1,nan,500000.0,nan,6.1
Luke Dye,1,nan,500000.0,nan,6.0
Curt Willis,1,nan,500000.0,nan,6.0
Rohit Shetty,1,nan,450000.0,nan,5.5
Hans Canosa,1,379418.0,450000.0,62.0,6.9
Kay Pollak,1,10236.0,450000.0,nan,7.5
Lloyd Bacon,1,nan,439000.0,83.0,7.3
Kyle James Marr,1,nan,425000.0,nan,nan
Sue Corcoran,1,12604.0,425000.0,nan,4.1
Robert Aldrich,1,726000.0,410000.0,nan,7.5
Sergio Carvajal,1,nan,400000.0,nan,nan
Ruwan Perera,1,nan,400000.0,nan,nan
Jonathan Caouette,1,592014.0,400000.0,87.0,7.1
Adam Salky,1,58738.0,400000.0,59.0,6.2
Magnus Martens,1,806.0,400000.0,43.0,6.6
Ari Kirschenbaum,1,31425.0,400000.0,nan,5.0
Paul Fox,1,423.0,400000.0,63.0,6.0
Brian Herzlinger,2,nan,401100.0,nan,11.8
Hernán González Iglesias,1,nan,400000.0,nan,3.7
Cassandra Nicolaou,1,nan,400000.0,nan,5.7
J.D. Marlow,1,nan,400000.0,nan,8.1
Harry Beaumont,1,nan,379000.0,66.0,5.6
Roger Nygard,1,318246.0,375000.0,64.0,6.9
Sam Firstenberg,1,4000000.0,350000.0,39.0,4.9
Henry Alex Rubin,1,1531154.0,350000.0,87.0,7.7
Dana Adam Shapiro,1,1531154.0,350000.0,87.0,7.7
Paul Fierlinger,1,246574.0,350000.0,80.0,6.8
Sandra Fierlinger,1,246574.0,350000.0,80.0,6.8
Doug Block,1,84689.0,350000.0,77.0,7.3
Tim McCann,1,10133.0,350000.0,63.0,6.7
Bob Ahmed,1,50090.0,350000.0,nan,3.1
Chad Kapper,1,nan,350000.0,nan,3.5
Nicolas de Virieu,1,nan,350000.0,nan,nan
Lauren Lazin,1,7718961.0,300000.0,66.0,7.9
Cédric Klapisch,1,1474628.0,300000.0,nan,6.9
Troy Byer,1,nan,300000.0,nan,3.7
Victor Vu,1,87264.0,300000.0,nan,6.5
Jean-Marc Vincent,1,nan,300000.0,nan,nan
Eric Mendelsohn,1,43073.0,300000.0,69.0,5.0
Florence Ayisi,1,33312.0,300000.0,71.0,7.3
Kim Longinotto,1,33312.0,300000.0,71.0,7.3
Nicolas Pesce,1,27099.0,300000.0,63.0,6.2
Michael Roemer,1,13063.0,300000.0,87.0,7.9
Eddie O'Flaherty,1,10514.0,300000.0,53.0,6.5
Bruce Dellis,1,3496.0,300000.0,22.0,4.8
Jason Marsden,1,3496.0,300000.0,22.0,4.8
Matthew Mebane,1,3496.0,300000.0,22.0,4.8
John D. Hancock,1,1711.0,300000.0,nan,6.0
Will Koopman,1,nan,300000.0,nan,6.0
Paul Bartel,1,nan,300000.0,58.0,6.2
Jack Perez,1,nan,300000.0,nan,6.3
Pece Dingo,1,nan,300000.0,nan,4.7
Al Franklin,1,nan,300000.0,nan,4.1
Pamela J. Richardson,1,nan,300000.0,nan,4.1
Peter Greenaway,1,nan,300000.0,nan,nan
Jerome Elston Scott,1,nan,300000.0,nan,5.9
Daniel Columbie,1,nan,300000.0,nan,4.4
Richard Levien,1,nan,300000.0,43.0,6.0
Ken Del Conte,1,nan,290000.0,nan,4.6
Hector Echavarria,1,nan,290000.0,nan,4.6
Craig Zobel,1,319285.0,270000.0,68.0,6.4
Herb Freed,1,nan,250000.0,nan,4.8
Damien Leone,2,10980051.0,285000.0,nan,11.7
J.D. Dillard,1,3986245.0,250000.0,62.0,5.9
Drake Doremus,1,3395391.0,250000.0,68.0,6.6
Maria Maggenti,1,2213927.0,250000.0,nan,6.6
Piyush Dinker Pandya,1,907835.0,250000.0,50.0,6.6
Emma-Kate Croghan,1,294212.0,250000.0,58.0,6.5
Bill Plympton,1,206272.0,250000.0,nan,6.9
Rainer Sarnet,1,19084.0,250000.0,79.0,7.2
Kurt Voss,1,178095.0,250000.0,62.0,6.0
Michael Kang,1,51540.0,250000.0,70.0,6.6
Lori Silverbush,1,49940.0,250000.0,66.0,6.7
Michael Skolnik,1,49940.0,250000.0,66.0,6.7
David Midell,1,21147.0,250000.0,nan,7.8
Chris Mason Johnson,1,18823.0,250000.0,70.0,6.5
Hilary Brougher,1,1610.0,250000.0,59.0,6.1
Zoran Lisinac,1,1352.0,250000.0,nan,6.4
Rachel Lee Goldenberg,1,nan,250000.0,nan,2.3
Aly Muritiba,1,nan,250000.0,nan,6.3
Tom Seidman,1,nan,250000.0,nan,6.0
Jamin Winans,1,nan,250000.0,nan,6.8
Jason Naumann,1,nan,250000.0,nan,6.8
José Luis Cuerda,1,2092682.0,250000.0,69.0,7.6
Sam Martin,1,nan,250000.0,nan,8.4
Joel Paul Reisig,1,nan,250000.0,nan,4.8
Kristin Rizzo,1,nan,250000.0,nan,7.6
James O'Brien,1,nan,250000.0,nan,3.8
Jonathon Norcross,1,nan,250000.0,nan,nan
Adam Garnet Jones,1,nan,250000.0,nan,6.0
Seth Camillo,1,nan,250000.0,nan,9.2
Barbara Camillo,1,nan,250000.0,nan,9.2
Izu Ojukwu,1,nan,250000.0,nan,4.0
George W. Hill,1,nan,245000.0,nan,7.9
Ward Roberts,1,nan,240000.0,nan,5.9
Mike Gan,1,nan,225000.0,50.0,5.7
Jon Shear,1,1032075.0,225000.0,73.0,6.9
Matt Macedo,1,nan,225000.0,nan,7.7
Eugène Lourié,1,nan,210000.0,nan,6.6
Allan Silliphant,1,nan,200000.0,nan,3.8
David G. Evans,1,2430735.0,200000.0,43.0,6.2
Lowell Sherman,1,nan,200000.0,nan,6.3
Rob Hardy,1,1161843.0,200000.0,nan,3.8
Patrick Brice,1,1110522.0,200000.0,65.0,6.1
Maurizio Benazzo,1,381225.0,200000.0,55.0,7.0
Nick Day,1,381225.0,200000.0,55.0,7.0
Justin Dillon,1,215185.0,200000.0,43.0,7.5
Yelena Lanskaya,1,nan,200000.0,nan,3.2
Stevan Mena,1,127287.0,200000.0,43.0,5.0
Marianna Palka,1,27595.0,200000.0,54.0,6.3
Chris Marker,1,20944.0,200000.0,79.0,7.2
Susan Kraker,1,6260.0,200000.0,46.0,7.2
Pi Ware,1,6260.0,200000.0,46.0,7.2
Anna Kazejak,1,nan,200000.0,nan,5.1
Ricki Stern,1,1217.0,200000.0,nan,7.5
Anne Sundberg,1,1217.0,200000.0,nan,7.5
Jason Howden,1,nan,200000.0,65.0,6.3
James Kerwin,1,nan,200000.0,nan,5.1
Sharon Greytak,1,nan,200000.0,36.0,8.1
Thomas L. Phillips,1,nan,200000.0,nan,5.3
C. Fraser Press,1,nan,200000.0,nan,6.9
Darren Press,1,nan,200000.0,nan,6.9
Ken Roht,1,nan,200000.0,nan,5.5
Rania Attieh,1,nan,200000.0,nan,5.9
Daniel Garcia,1,nan,200000.0,nan,5.9
Scott Mactavish,1,nan,200000.0,nan,8.5
Cary Bell,1,17503.0,180000.0,85.0,8.3
Charles Marquis Warren,1,2640000.0,180000.0,nan,5.8
Eric Bugbee,1,nan,175000.0,nan,7.1
Anna Rose Holmer,1,166425.0,170000.0,90.0,6.6
Itai Guberman,1,nan,170000.0,nan,8.9
Michel Orion Scott,1,156612.0,160000.0,64.0,7.2
Phil Tippett,1,325042.0,150000.0,80.0,6.8
Robinson Devor,1,nan,150000.0,46.0,7.1
Dena Seidel,1,7193.0,150000.0,62.0,6.8
Sara Newens,1,5858.0,150000.0,81.0,6.9
Mina T. Son,1,5858.0,150000.0,81.0,6.9
Christian Tafdrup,1,nan,150000.0,78.0,6.6
Bill Melendez,1,nan,150000.0,nan,8.3
Deborah Anderson,1,nan,150000.0,nan,5.2
Sai Varadan,1,nan,125000.0,nan,5.7
Amal Al-Agroobi,1,nan,125000.0,nan,7.9
Valentine,1,nan,125000.0,nan,5.1
Lynn Shelton,1,1636190.0,120000.0,72.0,6.7
David Hewlett,1,nan,120000.0,nan,6.6
Chantal Akerman,1,nan,120000.0,nan,6.7
Nathan Smith Jones,1,3233.0,103000.0,nan,5.4
Travis Cluff,1,22764410.0,100000.0,30.0,4.2
Chris Lofing,1,22764410.0,100000.0,30.0,4.2
Robert Townsend,1,5228617.0,100000.0,74.0,6.9
Stanner E.V. Taylor,1,nan,100000.0,nan,5.3
Jamaa Fanaka,1,nan,100000.0,nan,5.7
Larry Blamire,1,143121.0,100000.0,45.0,6.8
E.L. Katz,1,59424.0,100000.0,63.0,6.7
Jason Miller,1,20056.0,100000.0,nan,7.2
Eli Kabillio,1,nan,100000.0,nan,5.3
Lisanne Pajot,1,nan,100000.0,73.0,7.6
James Swirsky,1,nan,100000.0,73.0,7.6
Stephen Langford,1,nan,100000.0,nan,2.4
Patrick Ryan Sims,1,nan,100000.0,nan,3.6
Dan Reed,1,nan,100000.0,nan,5.5
Seyi Babatope,1,nan,100000.0,nan,6.3
John Reinhardt,1,nan,100000.0,nan,6.4
Laslo Benedek,1,nan,100000.0,nan,6.7
Wade Gasque,1,nan,100000.0,nan,6.5
Shane Woodson,1,nan,100000.0,nan,3.0
Kirk Loudon,1,8799.0,75000.0,nan,5.3
Brett Piper,1,nan,75000.0,nan,3.8
Brett Pierce,1,1814193.0,66000.0,61.0,5.8
Drew T. Pierce,1,1814193.0,66000.0,61.0,5.8
Myles Berkowitz,1,541636.0,66000.0,36.0,5.6
Daniel Schechter,1,4917.0,60000.0,62.0,6.2
Brandon Trost,1,40557.0,60000.0,48.0,5.4
Jason Trost,2,nan,80000.0,nan,9.3
François Simard,1,67069.0,60000.0,60.0,6.7
Anouk Whissell,1,67069.0,60000.0,60.0,6.7
Yoann-Karl Whissell,1,67069.0,60000.0,60.0,6.7
Terron R. Parsons,1,nan,60000.0,nan,3.4
Joseph Green,1,nan,60000.0,nan,4.5
Matt Johnson,1,nan,55000.0,65.0,6.8
Vincent Jay Miller,1,2335352.0,50000.0,nan,4.9
Lena Dunham,1,391674.0,50000.0,72.0,6.2
Jem Cohen,1,8374.0,50000.0,79.0,6.1
Mark Devenport,1,nan,50000.0,nan,6.6
Zak Forsman,1,nan,50000.0,43.0,4.8
Andrew Leman,1,nan,50000.0,nan,7.1
Dave Carroll,1,nan,50000.0,nan,7.9
Collin Joseph Neal,1,nan,50000.0,nan,2.9
Patrick Meaney,1,nan,50000.0,nan,7.1
Malcolm Goodwin,1,nan,45000.0,nan,5.1
Chad Hartigan,1,13888.0,42000.0,71.0,6.6
Bradley Rust Gray,1,25572.0,40000.0,69.0,6.2
Travis Legge,2,nan,62000.0,nan,6.699999999999999
Ela Thier,1,nan,40000.0,nan,6.9
Rob Savage,1,nan,35000.0,73.0,6.5
Damir Catic,1,nan,35000.0,nan,3.7
Madoka Raine,1,nan,35000.0,nan,6.3
Brendan Steere,1,nan,35000.0,nan,5.1
Michael Goi,1,nan,35000.0,nan,4.6
Robert Machoian,1,71162.0,32000.0,82.0,6.9
Mike Bruce,1,243768.0,30000.0,nan,3.7
Andrew Bujalski,2,180579.0,60000.0,162.0,13.0
Rick Montano,1,nan,30000.0,nan,nan
James Bidgood,1,nan,27000.0,nan,6.6
Frances O'Connor,1,1097067.0,27000.0,75.0,6.8
Gerard Damiano,1,nan,25000.0,nan,5.0
Santosh Sivan,1,153629.0,25000.0,68.0,7.0
Eric Eason,1,11000.0,25000.0,71.0,6.6
Abbas Kiarostami,1,105990.0,25000.0,86.0,7.4
Joseph Mazzella,1,nan,25000.0,nan,5.3
Steven J. Pershing,1,nan,20000.0,nan,7.5
Alexandre Moratto,1,nan,20000.0,82.0,7.1
Paul Devlin,1,nan,20000.0,nan,nan
Brandon Landers,1,nan,17300.0,nan,3.0
Kyle Edward Ball,1,2052272.0,15000.0,66.0,4.9
Daryl Wein,1,77389.0,15000.0,56.0,6.0
Jim Chuchu,1,nan,15000.0,nan,7.5
Gorio,1,nan,12000.0,nan,nan
King Jeff,1,nan,12000.0,nan,nan
Ivan Kavanagh,1,nan,12000.0,nan,5.8
Jamal Shoorje,1,nan,10000.0,nan,3.8
Kiyoshi Kurosawa,1,nan,10000.0,70.0,7.5
Tadeo Garcia,1,nan,10000.0,nan,5.6
Stacie Hawkins,1,581.0,10000.0,nan,8.6
Gary Robert,1,nan,10000.0,nan,nan
Shane Carruth,1,424760.0,7000.0,68.0,6.7
Neill Dela Llana,1,70071.0,7000.0,64.0,6.0
Ian Gamazon,1,70071.0,7000.0,64.0,6.0
Anthony Vallone,1,nan,7000.0,nan,7.8
Maysoon Pachachi,1,1338.0,5000.0,60.0,6.9
Benjamin Roberds,1,nan,1400.0,nan,5.7
Jordan Reyes,1,nan,1400.0,nan,5.7
Brett Winn,1,181041.0,1100.0,51.0,6.5
Achyut Prashast Singh,1,nan,86.0,nan,nan
